City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
159,matagami,49.75,-77.63,37.4,80,90,4.7,CA,1605216357
160,sembe,1.65,14.58,76.39,72,87,0.96,CG,1605216357
161,langxiang,46.95,128.88,24.66,94,91,7.96,CN,1605216358
162,christiansfeld,55.36,9.49,45.0,100,56,4.7,DK,1605216358
163,berlevag,70.86,29.09,35.6,80,0,33.33,NO,1605216358
164,hambantota,6.12,81.12,78.28,82,84,3.76,LK,1605216358
165,comodoro rivadavia,-45.87,-67.5,80.6,18,20,17.22,AR,1605216284
166,tomatlan,19.93,-105.25,86.16,59,17,7.36,MX,1605216358
167,tamboril,19.49,-70.61,78.8,94,75,12.75,DO,1605216359
168,kahului,20.89,-156.47,82.4,65,40,21.92,US,1605216242
169,husavik,66.04,-17.34,39.2,69,90,5.82,IS,1605216359
170,itarema,-2.92,-39.92,80.29,73,40,16.28,BR,1605216359
171,tiksi,71.69,128.87,2.26,93,95,2.98,RU,1605216359
172,suntar,62.14,117.63,21.24,97,98,6.42,RU,1605216359
173,college,64.86,-147.8,19.0,77,40,0.81,US,1605216360
174,vardo,70.37,31.11,35.6,93,75,34.45,NO,1605216360
175,tevriz,57.51,72.4,18.9,95,99,3.8,RU,1605216360
176,salalah,17.02,54.09,78.8,69,20,4.7,OM,1605216360
177,adrar,20.5,-10.07,80.46,16,3,5.66,MR,1605216360
178,singaparna,-7.35,108.11,71.64,88,59,1.99,ID,1605216361
179,upernavik,72.79,-56.15,17.62,94,100,28.79,GL,1605216361
180,katsuura,35.13,140.3,53.6,62,75,9.17,JP,1605216361
181,jacareacanga,-6.22,-57.75,74.5,96,100,3.96,BR,1605216361
182,lucea,18.45,-78.17,86.0,79,75,14.99,JM,1605216361
183,kavieng,-2.57,150.8,83.25,71,46,3.74,PG,1605216186
184,formosa,-26.18,-58.18,89.6,40,20,9.17,AR,1605216362
185,tazovskiy,67.47,78.7,-8.19,91,73,8.79,RU,1605216362
186,aden,12.78,45.04,79.65,73,1,9.33,YE,1605216313
187,mount gambier,-37.83,140.77,53.6,100,90,8.05,AU,1605216362
188,mahon,39.89,4.27,60.8,93,20,3.36,ES,1605216362
189,touros,-5.2,-35.46,80.6,74,0,12.75,BR,1605216362
190,poronaysk,49.22,143.12,42.44,92,100,12.91,RU,1605216363
191,ekibastuz,51.67,75.37,22.69,95,0,14.32,KZ,1605216363
192,asosa,10.07,34.53,66.74,57,0,3.8,ET,1605216363
193,san policarpo,12.18,125.51,81.34,84,92,6.11,PH,1605216363
194,carauari,-4.88,-66.9,91.36,58,88,0.92,BR,1605216091
195,freeport,40.66,-73.58,52.0,71,90,13.87,US,1605216364
196,bubaque,11.28,-15.83,84.76,72,0,8.61,GW,1605216364
197,hasaki,35.73,140.83,44.6,87,75,8.05,JP,1605216364
198,gravdal,68.12,13.5,48.2,70,75,10.29,NO,1605216364
199,ilulissat,69.22,-51.1,26.6,68,100,18.34,GL,1605216364
200,ancud,-41.87,-73.82,64.0,59,90,6.93,CL,1605216364
201,mafeteng,-29.82,27.24,63.55,51,1,5.77,LS,1605216365
202,akureyri,65.68,-18.09,39.2,69,90,5.82,IS,1605216365
203,road town,18.42,-64.62,81.0,74,20,9.17,VG,1605216365
204,padang,-0.95,100.35,77.81,80,94,4.92,ID,1605216365
205,olafsvik,64.89,-23.71,39.04,80,100,22.37,IS,1605216365
206,brae,60.4,-1.35,50.0,93,40,21.92,GB,1605216365
207,phetchaburi,12.97,99.58,75.0,84,98,4.34,TH,1605216366
208,andrews,32.32,-102.55,77.0,14,1,6.93,US,1605216366
209,emerald,-23.53,148.17,73.4,64,33,11.41,AU,1605216366
210,guane,22.2,-84.09,84.67,67,15,4.63,CU,1605216366
211,nishihara,26.18,127.76,71.6,83,75,18.34,JP,1605216366
212,ishinomaki,38.42,141.3,35.6,81,20,4.7,JP,1605216366
213,nago,26.59,127.98,71.6,78,90,16.11,JP,1605216367
214,santo antonio do ica,-3.1,-67.94,87.39,69,93,1.7,BR,1605216367
215,payson,40.04,-111.73,39.2,41,1,5.82,US,1605216198
216,mount isa,-20.73,139.5,78.8,65,0,4.7,AU,1605216367
217,kant,27.8,79.8,66.69,44,0,5.06,IN,1605216367
218,talnakh,69.49,88.4,-9.4,83,62,20.13,RU,1605216367
219,moranbah,-22.0,148.05,70.66,62,1,4.68,AU,1605216368
220,narsaq,60.92,-46.05,17.6,61,89,3.36,GL,1605216368
221,zheleznodorozhnyy,55.75,38.0,37.4,93,75,2.24,RU,1605216368
